sector;province;2012-02;2012-03;2012-04;2012-05;2012-06;2012-07;2012-08;2012-09;2012-10;2012-11;2012-12;2013-01;2013-02;2013-03;2013-04;2013-05;2013-06;2013-07;2013-08;2013-09;2013-10;2013-11;2013-12;2014-01;2014-02;2014-03;2014-04;2014-05;2014-06;2014-07;2014-08;2014-09;2014-10;2014-11;2014-12;2015-01;2015-02;2015-03;2015-04;2015-05;2015-06;2015-07;2015-08;2015-09;2015-10;2015-11;2015-12;2016-01;2016-02;2016-03;2016-04;2016-05;2016-06;2016-07;2016-08;2016-09;2016-10;2016-11;2016-12;2017-01;2017-02;2017-03;2017-04;2017-05;2017-06;2017-07;2017-08;2017-09;2017-10;2017-11;2017-12;2018-01;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2018-08;2018-09;2018-10;2018-11;2018-12;2019-01;2019-02;2019-03;2019-04;2019-05;2019-06;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-08;2021-09;2021-10;2021-11;2021-12;2022-01;2022-02;2022-03;2022-04;2022-05;2022-06;2022-07;2022-08;2022-09;2022-10;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07
 Mücevher;ADANA;0;1;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0.0;0.45198;0;2;0;0;0;0.0;0.0;0.0;0.0;0.0;1.6166;0.0;0.0;0.47555;0.0;0.0;0.09;1.29985;0.0;0.0;0.0;0.0;0.0;0.0;0.47337;12.21032;8.33051;5.49838;19.19716;28.0756;8.196;188.27448;30.80055;0.06389;29.14166;0.35012;0.14349;2.0;12.91724;23.61037;13.09148;0.0;31.94148;54.74551;54.74551;1.13788;56.7286;19.11862;0.39031;20.41207;0.47484;0.0;0.0;0.13832;0.26232;21.61091;8.66724;7.37896;0.60669;0.64233;0.0;12.99356;0.0;41.48335;1.64126;61.97778;0.39497;0.0;10.37451;2.25874;0.74262;0.0;5.68596;0.0;0.16831;0.0;0.03193;0.16076;0.0;2.14605;12.79366;0.0;0.43202;2.62778;4.39349;0.28157;2.75139;1.31637;0.35295;123.2548;156.64317;183.45669;44.61771;3.23795;124.2138;3.61196;3.46988;1.57987;0.91171;43.96159;2.3077;0.40411;12.62354;24.02336;24.42323;2.6;23.49573;54.60866;35.75092;207.07965;570.7629;116.17578
 Otomotiv Endüstrisi;ADANA;10921;24241;21598;17209;12396;18941;16945;14835;16348;12375;22267;15174;15174;14821;14168;12790;10244;16982;10900;13215;10580;13634;20293;8703;3801.54853;15975.30202;7813;7853;7047;11220;8553;12751.03654;11198.05847;12474.75506;29809.15781;3801.29253;5858.3233;6976.69098;5502.45313;6343.77406;8403.34379;8551.61502;11745.33447;20018.36911;14345.04733;14302.64249;21328.39269;5698.55972;5739.40393;10849.67011;16733.34125;22381.49718;12389.93353;7547.94577;19699.82365;6223.10281;14887.22429;14047.28208;16662.19019;2922.86587;5628.34182;14372.9891;14919.08825;19260.0638;22889.48767;11506.86312;31994.3588;20312.24421;21778.38187;21670.88976;21670.88976;4124.73031;5139.02175;7471.20658;8995.51862;10426.0724;8137.75227;12109.67149;32801.90499;7428.68232;26804.43565;16393.29032;22063.8413;8492.90021;9661.63871;6986.75986;8706.14771;14130.30668;5843.94788;20486.7118;17326.12414;7967.46308;13391.17797;14622.01112;4709.14346;3321.23223;5001.20143;4174.92801;1982.5453;4450.59607;6566.77755;3398.0763;5104.86296;8346.916;8223.36368;7894.33518;9286.32332;5142.41458;6661.11084;6151.87739;8374.27142;8029.14732;8214.53307;8689.61775;10932.65624;7856.20503;10196.92924;15370.29052;16103.28057;4877.76443;7834.73361;8594.61591;9980.96189;6891.93156;20064.89169;8843.28271;13935.41883;11033.02798;14509.21722;17927.91859;15080.13013;6328.54932;7997.90791;18180.03166;19684.98638;21100.64704;17798.85118;20611.63228
 Su Ürünleri ve Hayvansal Mamuller;ADANA;6527;8486;7517;9474;9172;9037;8518;9658;8881;9609;11745;10462;10462;11172;12739;11633;10703;12964;12519;11144;9774;10653;11654;9678;7225.13727;11196.71771;10559;10613;9049;12225;13528;13752.04835;10636.76938;9846.64538;9724.94743;7225.13727;8731.73371;8407.91494;8473.47648;5282.15813;3124.06893;11674.32035;9296.53956;7719.32585;7229.97854;8763.96087;6947.05406;5356.82765;6303.11318;7239.32828;6522.48001;5892.76731;7547.26336;5577.32183;6554.69873;5776.51096;9080.90974;9577.06559;10572.64222;8372.80051;9776.3967;11285.91199;10316.87779;9689.51941;9556.92149;8674.86246;9379.02582;10298.1448;8711.59108;10272.09484;10272.09484;8854.15025;6857.78725;11794.14405;11488.70627;10288.19209;10272.68282;12240.05804;11056.96808;14742.29798;14047.37105;12752.30755;11016.63897;12369.55729;9682.35791;10486.0833;9932.68275;11727.67814;7564.29443;9822.3286;8216.99682;11556.75368;9716.30065;10192.27591;7225.97599;10651.36898;11888.19812;10666.5428;7359.05321;4680.63015;6274.128;9575.28333;8281.9724;10134.77223;8348.02907;7876.51671;10104.20578;9413.82967;8206.04425;9333.94547;14047.65874;14115.64437;13783.42222;9896.23563;15571.25341;14204.92785;17607.29047;20521.23247;13309.27462;13074.49861;17837.7932;20302.72553;15430.17317;13244.45247;13863.61072;13672.1331;16520.93625;15837.52284;11439.76789;13838.81865;11890.19782;11368.86065;12610.95837;10422.26662;13979.51244;13147.01692;11444.81537;9052.51762
 Süs Bitkileri ve Mamulleri;ADANA;103;304;450;231;154;86;110;81;331;224;100;147;147;213;219;77;76;31;98;40;133;74;105;204;0.0;0.0;414;109;32;4;29;76.2795;172.23482;50.95951;77.0993;91.93881;170.16766;248.63849;282.26139;89.7774;71.94502;72.47753;123.3527;116.57945;147.0989;178.87238;204.09836;17.88428;155.69377;163.2182;394.90891;159.47529;141.9486;122.88203;114.6284;160.29581;230.04316;128.12922;94.97468;133.46757;273.35804;501.89701;464.56933;147.12473;158.4065;97.54689;40.9873;50.32252;213.06262;224.86574;224.86574;215.47081;218.86068;544.97565;646.42506;260.40878;161.06338;58.34392;82.52347;170.2379;601.58151;251.54162;105.66699;303.79946;920.13462;1200.52534;310.42924;343.66412;181.23046;193.65537;188.58454;226.09445;223.3926;214.47719;238.03748;522.94101;249.59638;494.49781;309.43543;657.71508;505.36809;88.23359;161.44943;162.57661;393.54876;281.55828;172.11004;216.87501;214.38022;441.30459;289.83679;573.57466;263.97416;21.40475;194.09724;316.93358;256.89149;253.27969;379.92168;182.76888;147.65859;461.82152;227.3241;370.1887;194.38999;86.83231;257.3268;356.40824;683.18565;539.65662;444.36283;240.14674;496.96908;661.14766;916.93094;812.07019;414.43054;331.68445
 Tekstil ve Hammaddeleri;ADANA;30161;38547;32620;34001;33129;26795;32109;41076;39155;38264;29197;34533;34533;36889;38275;37741;28652;36785;35768;42167;41148;41513;33572;36523;31406.85859;38149.00725;38504;34149;33790;31556;32138;40073.75174;39677.27715;36434.93209;34776.17874;31339.25049;28603.01011;35414.22485;33166.85013;31703.37718;32486.27864;30370.80342;26516.45412;32435.34125;35080.75089;33305.98061;30850.93375;26912.99055;29159.72077;33536.62923;29931.45555;32398.02208;29410.79598;23564.20496;25964.95129;28664.73249;32962.65635;32210.74403;29487.74509;23443.4948;24140.33634;31000.42082;26838.27846;27881.23592;22892.23295;20226.99301;24166.59882;24471.16596;28699.53372;28449.06838;28449.06838;24502.151;24621.52265;30940.37807;31244.22709;30050.98907;26257.48516;28818.02124;29403.60676;30190.42384;33879.82122;29961.82913;27294.35801;24098.45713;21731.23262;29946.06364;30969.00091;31501.91573;19677.37107;26592.05834;18429.50054;28209.60223;29815.84546;28012.4059;25584.02786;27202.68806;24885.29013;24159.5563;15329.48715;16480.61283;25337.64289;23781.04016;23549.26707;26678.55616;33582.35094;26523.80719;31620.32339;30966.72188;27299.74605;38897.85166;35173.04766;38265.00845;44986.25974;41826.71451;39826.88495;52337.01296;50329.81367;49385.82449;58933.9907;44409.70764;50133.71989;64973.84746;59413.30508;52712.50534;59674.66836;46362.04218;52259.02504;46619.48576;46557.22248;40273.27902;42480.81383;45087.64946;37115.0453;47323.21784;43412.40256;45995.39336;41240.45085;35059.64454
 Tütün ;ADANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;103.81479;38.23523;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;30.0;6.42;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.534;91.63;0.0;89.262;86.93885;0.0;0.57261;0.0;0.0;0.0;23.0376;0.0;0.0;9.12056;0.0;5.72551;0.0;55.125;82.73693;18.0;0.0;0.0;0.0;14.0;0.0;143.574;0.0;0.0;18.74173;0.0
 Yaş Meyve ve Sebze  ;ADANA;16718;16484;10602;9935;9630;3894;1389;3549;10815;24083;27335;16641;16677;13281;8561;10874;10699;2213;1434;6962;18492;34617;36737;16185;19920.17542;15259.64718;10463;13577;10334;2601;1691;11128.93588;15214.12649;29644.25099;25039.66795;19869.35042;11948.36121;9134.46523;6405.97511;12553.7937;14225.91176;5208.74599;1753.22517;6697.12641;22802.42574;32726.19752;31184.59608;13377.86317;14314.61702;9927.61024;6919.71221;6759.71904;6537.85202;1540.25381;1915.36022;8155.57414;20031.15634;30386.86731;23134.68733;18009.41017;12767.8884;7622.23563;3454.18619;5772.72557;7973.52773;2116.66985;2671.60914;7673.55637;18673.20869;24325.41535;24325.41535;17438.07708;13026.82231;11140.24669;5309.92378;6661.27757;4453.68866;2491.44513;3633.94942;7119.42334;13655.543;23296.79479;20169.66939;15163.21766;9314.3109;6957.60848;3972.12289;4681.82281;5886.54008;2531.82302;3308.61681;5904.77134;14101.48835;21645.96939;20174.47508;16307.84613;11076.93303;7798.75709;4088.30989;4899.97445;8588.45701;3483.04989;2835.39646;6149.62925;14702.5173;20170.72791;22386.20517;15581.43786;11937.35856;7264.63095;3501.69383;5245.65491;10937.53014;2618.15656;3334.19132;5557.13591;15439.72252;20874.76151;23938.21838;19211.46257;15096.04807;10701.804;5379.64977;6395.40841;11806.03677;5390.9578;5597.80792;4511.69649;12839.2284;23930.13467;29280.98464;23722.17186;19288.3631;18109.16685;7516.94882;8558.30511;11349.99986;4367.13348
 Zeytin ve Zeytinyağı ;ADANA;36;46;36;106;72;9;20;16;47;37;46;18;18;2;1;5;1;57;6;24;11;8;0;9;1.44;3.65467;18;14;0;15;7;0.0;49.87427;12.522;93.89218;1.44;5.35655;50.09927;5.94402;54.43695;16.30098;84.96592;25.79477;84.74129;56.74046;58.15424;20.29144;25.85604;46.8515;25.01284;52.06978;30.05147;26.30461;22.61347;20.94898;22.30582;8.56157;9.37996;14.49582;3.17596;25.98188;3.98036;51.74196;146.109;127.24489;85.64694;105.38596;27.77478;55.58603;18.6653;18.6653;55.10451;28.64895;76.45567;83.8649;93.63688;16.18394;60.87607;44.71913;73.91406;38.14066;28.44252;87.14479;104.60881;52.748;51.8135;66.20977;18.4082;38.07622;1.17489;10.03074;18.01084;21.54409;22.84954;36.19962;73.67295;34.90856;5.94006;10.18254;13.72261;30.81138;17.83776;0.0;56.18206;62.90601;27.11524;44.66728;303.12613;83.07919;27.3108;46.03557;30.86228;52.89817;72.47674;50.74313;8.8913;36.14139;5.73165;44.94832;33.94626;93.29967;68.95069;12.20038;53.11527;40.35875;22.74525;3.37438;125.8071;22.85698;53.76002;60.8756;92.80918;80.75644;167.92324;133.42602;80.18728;84.95625;63.48952
 Çelik;ADIYAMAN;39;35;2;44;41;20;2;1;77;5;61;46;46;2;18;5;0;0;2;18;0;169;0;39;46.84164;31.22386;10;22;72;21;0;9.3652;28.01176;7.64346;7.66875;46.84164;1.818;0.54115;11.20471;24.55837;40.61771;2.14;4.31532;82.74558;0.0;4.70988;120.99539;0.0;3.84942;0.06982;8.1995;10.20949;55.46475;18.99678;133.69366;0.0;0.15;7.56432;20.40157;20.25;16.83231;0.0;0.0;0.0;5.36635;1.01517;13.61361;16.53349;1.38742;0.0;0.0;3.29018;4.82682;15.95792;0.0;0.0;6.03792;2.75;4.17717;30.33876;9.44427;1.4076;6.34922;248.77867;2.29679;14.4285;53.76845;213.77192;222.481;0.0;3.49943;382.81287;0.08162;107.39845;0.0;7.43028;0.0;0.0;573.6783;0.0;30.3;0.0;0.0;3.55952;0.0;1.2274;3.42253;0.0;0.0;24.67933;0.0;0.0;0.0;3.77164;0.0;21.49032;0.0;2.26376;0.0;1.55284;0.0;1.74294;124.94438;45.46375;10.34126;60.056;0.0;261.82528;0.0;2.90234;0.0;154.65389;0.0;10.62892;0.0;0.0;11.94084;29.3116
 Çimento Cam Seramik ve Toprak Ürünleri;ADIYAMAN;10;1;0;85;68;16;53;45;41;0;0;16;16;28;117;634;15;48;8;11;6;6;1;18;3.01015;0.0;1;57;89;28;52;150.50247;20.8187;28.98273;43.86016;3.01015;38.81363;30.26717;67.46941;4.23756;12.36213;2.96676;2.09968;31.20013;30.422;46.61451;0.02054;12.724;6.27118;7.4966;1.3683;1.14872;59.55583;3.03724;0.219;25.37014;1.00107;0.77238;28.50466;18.9576;7.73001;0.2967;0.744;0.04914;6.87763;16.1556;5.92328;164.94958;39.76511;12.19265;12.19265;52.69921;9.21477;5.73386;0.0;0.02196;0.0;0.0;10.34304;29.34564;60.69537;5.90631;22.09411;5.20791;52.03401;11.39035;47.50722;70.7842;25.81901;14.68066;16.37669;134.84121;57.89642;4.24963;94.91723;15.66267;38.73429;1.39272;27.09528;23.4508;40.55227;39.90083;16.60367;13.83607;13.73911;22.06183;65.99206;22.85414;15.39528;44.91848;29.05511;26.49868;27.15513;26.94678;8.6454;19.10668;10.45709;26.12071;31.22451;52.11422;127.92211;169.66745;107.95861;20.82618;217.49749;46.66124;0.0;567.88052;854.04436;58.0934;0.4297;47.84656;0.45169;0.30914;0.18844;0.45248;19.87056;0.0
 Demir ve Demir Dışı Metaller ;ADIYAMAN;3;2;3;17;2;75;4;25;31;5;17;1288;1288;568;23;2;0;16;3;23;10;40;84;67;58.70361;64.86877;17;194;60;62;31;19.41023;26.50109;26.28465;149.52009;58.70361;67.61397;48.88084;7.49417;56.3359;18.84999;157.01617;6.24895;58.75695;28.63983;23.26221;15.87879;5.04236;200.05295;8.87638;49.09332;91.02515;372.82336;113.21436;24.98759;13.36905;34.672;24.67752;13.75631;12.33498;1.88561;1.12906;0.0;8.45857;6.58048;0.91185;29.49124;76.47393;10.97907;4.00198;4.00198;15.17583;23.5779;22.3781;17.08916;9.08491;10.39997;6.61306;29.14825;19.44112;95.84929;5.28335;16.49421;6.93418;10.91324;73.63407;124.26592;54.73326;20.16631;40.88983;41.42043;55.72716;134.74788;98.49031;56.44986;33.10958;93.18787;0.45886;40.5;30.24506;35.99107;38.22167;11.73683;75.17863;18.74465;0.0;31.39295;32.23634;33.12002;63.88408;15.26752;3.24862;11.88001;12.55526;45.03975;26.93776;43.75763;190.34436;213.32553;276.80431;212.01398;101.69179;196.07381;114.88043;25.41591;339.93985;234.54117;12.40529;46.74192;43.65671;499.71945;455.85456;11.20998;46.05006;40.35254;43.77779;17.31796;18.37318
 Deri ve Deri Mamulleri ;ADIYAMAN;0;0;0;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;51.67535;1.20445;0.0;4.70068;10.77116;8.24417;12.28103;118.4407;24.21087;44.11813;11.42445;0.0;110.16973;594.9613;563.00292;152.60524;997.86168;604.49254;515.04335;486.03063;146.59715;28.84592;0.73599;0.83459;2.01742;0.0;0.0;11.60821;0.0;72.26052;141.3826;113.50297;152.7717;251.23358;251.23358;152.97413;170.17784;125.33437;1.1694;0.0;0.0;0.0;0.0;0.0;7.58231;1.77743;3.68172;5.81376;1.22578;4.72446;2.62413;0.00302;0.0;0.0;0.0;9.88265;0.79755;3.57494;1.18376;1.62715;0.81946;7.06334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09282;0.0;0.0;0.0;1.61143;0.0;0.06398;0.0;0.0;0.0;7.3929;2.31082;0.23853;1.36494;0.0;0.07411;0.88567;0.0;0.0;0.0;0.0;0.0;0.98451;0.0;0.03229;0.52135;0.7143;0.19369;0.10587;0.0;0.02225;0.0;0.0
 Diğer Sanayi Ürünleri;ADIYAMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;4.89681;13.58254;53.8;0.0;3.7962;0.0;0.0;0.0;0.24807;0.0;0.0;0.0;0.9463;0.45294;1.768;4.61552;1.9469;4.0528;0.84991;0.0;1.3464;0.00859;0.0;0.0;0.0;0.0;0.0;0.0;3.19464;1.53562;6.02579;2.29564;2.1766;2.1766;1.0455;0.44415;3.1085;1.36535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04676;0.0;0.0;0.0;2.07951;0.0;0.0;0.0;0.0;0.0;0.05558;0.13377;0.08428;0.04187;0.0;16.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0531;0.0;0.0;0.0;0.0;0.0;0.0
 Elektrik ve Elektronik;ADIYAMAN;236;494;518;581;576;901;642;338;211;543;570;878;878;875;503;178;468;374;268;559;584;593;478;741;0.0;0.0;198;784;313;180;151;199.26868;210.2;147.01197;0.0;290.77965;177.448;121.38551;102.3882;64.564;95.33899;80.09414;34.61223;177.26431;0.0;59.91658;43.00479;587.51964;124.44102;67.60326;1.97703;179.94035;75.95487;135.43964;43.23106;1219.82876;56.802;152.3;285.166;92.63794;8.00811;10.14192;2.585;177.8397;156.01573;62.67012;93.07028;102.7197;59.50673;109.32588;109.32588;195.29664;549.9416;1029.50252;666.37283;0.0;0.39564;87.51129;79.41656;2.90865;360.2809;19.66708;8.07735;3.67945;2.61876;4.27075;34.11743;44.58652;9.59444;0.0;23.37964;86.79133;79.39198;94.82213;4.7815;1.36963;36.15333;0.77992;0.0;15.07064;14.37391;161.64635;552.95466;1.92052;24.29857;277.1793;0.0;0.61185;19.17787;71.04542;1.382;85.44233;153.20974;84.66017;700.4303;148.18743;296.95173;579.23742;532.30589;270.87578;393.06632;299.81714;211.51708;345.22385;506.74231;497.81605;1196.61692;282.22638;28.42532;189.35568;1056.44765;257.79323;8.66633;515.12694;153.4;105.9;350.72492;377.49965
 Fındık ve Mamulleri ;ADIYAMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30681;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
 Halı ;ADIYAMAN;150;69;0;203;85;41;0;0;1;425;89;0;0;142;150;114;67;0;63;141;0;0;78;1;102.51251;59.80166;154;279;161;0;0;0.0;4.2863;203.40924;269.69883;102.51251;76.48843;178.43488;36.18652;91.36146;202.08697;73.06868;142.18456;0.0;0.0;0.0;152.97691;0.0;175.53834;57.34873;70.51201;118.3246;75.37711;73.31641;113.95942;0.0;99.23579;2.22534;41.96813;0.0;41.11177;40.31055;104.15199;96.32164;0.0;0.0;106.83911;0.15429;127.07117;5.95245;5.95245;0.0;0.0;49.80311;0.0;113.56878;0.0;0.0;0.0;68.2317;14.07715;2.12183;0.0;0.0;1.8238;1.49929;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.49686;0.0;0.0;0.0;0.0;0.0;3.68992;0.0;0.0;0.0;0.0;25.46338;0.07908;0.07059;0.36276;0.29775;0.0;0.24064;0.0;0.07764;0.0;0.0;0.23077;2.57594;1.75696;0.03563;0.39574;0.31028;0.52851;0.16193;0.0;0.0;0.0;0.0;0.0;68.88554;0.0;0.12089;0.49683;0.14879;0.0;0.0;0.59052;0.0;0.0
 Hazırgiyim ve Konfeksiyon ;ADIYAMAN;4042;3452;1415;1486;1319;2199;2218;1527;1873;4348;3879;5832;5934;3763;2912;5243;3205;1900;3334;3494;3529;6314;3980;10397;4943.89142;10944.60286;12222;13368;14612;14200;19567;19787.61862;21047.9946;24610.4999;12611.53007;4943.89142;10283.66865;17352.50817;21491.77671;26847.88565;17015.86723;7962.09558;23809.37278;50870.60747;55465.58787;28761.30393;17428.33099;15834.24735;38672.92623;36654.74198;49972.85553;18819.13817;20246.40032;17986.23946;23479.36469;11030.33332;9499.62886;5945.84882;6324.29075;5052.34519;3972.31892;6196.96328;2514.18646;3866.92898;4149.022;3591.5323;13608.07836;10550.86466;10135.70303;5976.08691;5976.08691;5817.34629;4155.54202;5027.71002;999.96091;948.95098;1123.41589;1718.67437;1093.93881;1416.27646;586.10529;1376.74577;1985.53116;1655.67502;1588.79857;1174.23738;1424.64299;2483.37419;1571.79986;3860.32587;2317.89313;3154.83983;1991.33154;4440.02238;2098.55439;3613.82103;5473.78191;4173.81531;2666.19144;4584.89197;5186.98165;7149.75466;7843.25063;8367.58066;8512.21324;7422.95837;7483.83425;10212.60222;8182.37721;9246.33821;7732.80967;3467.37499;5436.00871;6327.3521;5732.14283;5496.12709;3335.95106;2665.50514;2224.52049;911.88292;1568.52895;1868.77332;2673.83546;2282.02811;2009.7392;3507.53332;1916.58108;5874.07373;2670.49464;3520.92129;5632.65008;4344.82979;5298.45068;5050.26105;2373.31953;2967.46939;4693.01621;3107.10601
 Hububat, Bakliyat, Yağlı Tohumlar ve Mamulleri ;ADIYAMAN;456;318;101;300;133;406;544;483;634;5944;296;351;351;274;538;996;675;524;198;573;1032;731;507;679;3994.75418;876.08723;773;5312;3569;6842;5602;5727.65401;689.5702;5967.30586;8911.30667;3994.75418;2147.65139;2920.0391;1173.74943;1133.92954;1554.45986;3073.99063;3565.89548;3061.7249;1021.70815;1307.03458;674.55755;478.90928;851.63838;1233.18882;1269.58166;898.81283;1014.62875;1423.92905;1526.11029;5403.31364;1615.14902;1482.5701;464.42573;3724.66782;3637.23338;773.07846;757.32162;1405.91473;4183.58573;1004.6647;4651.28638;1252.58869;5400.19644;760.05668;760.05668;2681.71923;2275.80077;674.87848;2598.55306;4271.81458;350.12744;435.27136;4366.14285;550.4406;560.44391;855.19058;2602.40768;761.9813;1680.54622;770.5348;774.71141;569.2871;346.13172;663.78158;599.00277;619.49014;662.17872;2457.34099;687.09073;621.36289;454.5849;2920.6584;1371.32137;507.91782;964.31172;769.83342;849.08974;859.94771;2535.34223;976.32163;1082.59018;3192.55388;564.33781;553.52785;699.33864;953.25494;628.00838;251.90789;475.00944;559.67868;418.76322;1017.24716;2401.96352;899.1619;849.15737;170.61568;528.90624;697.94171;160.97852;494.5706;656.73867;683.87239;817.20497;1115.22443;1038.85896;1445.10167;436.86503;994.31589;913.02359;702.96445;56.03081;8170.13602
 İklimlendirme Sanayii;ADIYAMAN;29;0;0;32;0;2;0;2;4;83;0;0;0;0;20;15;3;24;0;1;1;39;3;2;0.0;0.692;40;45;7;131;35;48.0755;0.0;12.49118;21.4406;0.0;7.38631;17.51408;21.13619;6.2639;11.99731;56.36942;1.42573;93.26997;53.831;4.61513;1.40069;0.0;2.2685;0.71;5.83371;5.04287;38.5493;12.40411;3.59282;14.96918;0.0;0.17975;0.03671;0.52244;0.58108;3.8715;0.0;0.0;0.81;24.45645;8.71309;3.2317;1.78561;7.01038;7.01038;27.84348;6.31296;0.65418;0.0;0.0;0.74069;0.0;0.0;3.81995;7.51658;0.56144;0.0;0.94378;0.0;4.86712;31.22618;39.58258;0.26182;0.0;4.497;12.744;2.84671;159.41464;29.455;0.0;6.61622;0.0;12.6956;1.00812;10.31589;13.60117;2.7798;1.82883;1.76445;4.182;21.2922;0.0;0.02856;2.249;0.94;15.26349;84.517;12.834;1.03152;6.0961;8.15883;1.729;150.694;9.48216;138.17602;20.66433;168.7791;501.25466;179.09882;7.32;5.9305;162.27513;7.3008;0.5616;14.47763;1.06243;9.27085;46.87635;20.186;0.0;3.01044;0.0
 Kimyevi Maddeler ve Mamulleri  ;ADIYAMAN;79;141;30;966;364;118;98;1669;2133;128;287;261;261;263;355;224;198;224;517;431;114;964;28;757;3424.36426;152.0087;181;276;315;87;341;575.33742;660.28588;1085.03106;1178.95086;3424.36426;648.85986;281.29136;35.48421;242.63855;82.1663;1009.12253;464.31546;530.85492;759.81341;201.91449;213.08279;25.0;268.86277;893.30691;255.68567;1704.39803;640.37749;428.40616;86.54835;124.53985;214.96455;54.84815;731.55155;632.08977;157.45888;78.97567;303.88224;353.50981;66.50719;39.31657;268.81353;416.12621;419.74688;238.58459;238.58459;65.86317;1444.53539;684.0286;198.8205;53.53112;1028.20367;153.93046;912.89106;2010.02432;139.14372;3132.35748;966.11477;1834.8394;893.44197;947.24127;2541.31345;2131.8709;1256.94969;117.90378;1381.68515;1684.41014;116.82624;1029.64512;662.16536;1602.13446;420.01521;186.61337;19.52562;2576.46505;1208.46895;1633.91354;2056.94982;219.83481;156.52455;239.51685;237.17525;3127.6793;2173.89628;1428.65277;1294.67808;2468.53606;2938.81416;1006.50513;459.18874;1066.27601;552.91165;1584.05223;421.01164;1953.677;1138.0259;2199.61858;2768.72454;3552.51707;877.15713;985.31335;2185.21385;474.41727;1838.31124;1910.89444;3970.60901;3514.56857;674.33513;919.02879;1387.65065;519.46088;846.79032;730.98107
